room_type,bathrooms_text,bedrooms,price
Entire home/apt,1 bath,1.0,$867.00
Private room,2 shared baths,5.0,$220.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$211.00
Private room,1 private bath,,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 private bath,4.0,$500.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,,$180.00
Private room,2 baths,,$180.00
Entire home/apt,1 bath,1.0,"$1,043.00"
Entire home/apt,1 bath,1.0,$829.00
Private room,2 shared baths,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Shared room,1 shared bath,1.0,$398.00
Private room,1 shared bath,1.0,$206.00
Private room,1 bath,1.0,$180.00
Private room,1 private bath,1.0,$424.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,,$217.00
Private room,1 private bath,,$217.00
Entire home/apt,1 bath,,$217.00
Entire home/apt,1 bath,1.0,"$2,000.00"
Private room,1 bath,1.0,$861.00
Entire home/apt,2 baths,3.0,$900.00
Private room,1 private bath,1.0,$217.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,"$1,200.00"
Private room,1 shared bath,1.0,$520.00
Entire home/apt,1 bath,,"$1,200.00"
Private room,1 bath,,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$872.00
Private room,1 private bath,1.0,$350.00
Entire home/apt,1 bath,,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$217.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Shared room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,"$1,014.00"
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,2.0,$358.00
Private room,1 shared bath,4.0,$267.00
Private room,1 bath,1.0,$160.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$410.00
Private room,1 shared bath,1.0,$196.00
Entire home/apt,1 bath,,$794.00
Private room,1 private bath,,$211.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$415.00
Entire home/apt,1 bath,,"$5,020.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,,$150.00
Private room,1 private bath,1.0,$180.00
Private room,1 private bath,,$180.00
Private room,1 private bath,,$217.00
Private room,1 private bath,,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 private bath,1.0,$561.00
Private room,1 bath,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Entire home/apt,1 bath,1.0,$590.00
Private room,1 shared bath,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$160.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$217.00
Private room,1 private bath,1.0,$180.00
Private room,1 private bath,1.0,$217.00
Private room,1 shared bath,1.0,$561.00
Private room,1 private bath,,$185.00
Private room,1 bath,,$217.00
Private room,1 bath,,$217.00
Private room,1 bath,,$180.00
Entire home/apt,4 baths,4.0,"$2,125.00"
Private room,1 private bath,1.0,$561.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,2 shared baths,1.0,$145.00
Private room,2 shared baths,1.0,$150.00
Private room,2 shared baths,1.0,$180.00
Private room,1 bath,1.0,$265.00
Entire home/apt,1 bath,1.0,"$4,500.00"
Private room,1 bath,1.0,$217.00
Shared room,1 shared bath,1.0,$230.00
Entire home/apt,1 bath,2.0,"$1,244.00"
Entire home/apt,1 bath,2.0,"$1,244.00"
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Entire home/apt,1 bath,,$550.00
Entire home/apt,1 bath,,$520.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,3.0,"$1,600.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,2.0,"$1,319.00"
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,,$180.00
Entire home/apt,1 bath,,$525.00
Private room,1 bath,,$130.00
Entire home/apt,1 bath,2.0,$929.00
Private room,1 bath,1.0,$217.00
Private room,1 bath,1.0,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$217.00
Private room,2 baths,1.0,$142.00
Private room,2 baths,1.0,$140.00
Private room,2 baths,1.0,$180.00
Private room,1 bath,1.0,$150.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,2 baths,2.0,"$1,263.00"
Private room,1 bath,,$550.00
Entire home/apt,1 bath,1.0,$650.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$891.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 private bath,,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$217.00
Entire home/apt,1 bath,,$891.00
Private room,1 private bath,,$217.00
Private room,1 shared bath,,$180.00
Entire home/apt,1 bath,,"$1,161.00"
Private room,1 bath,,$511.00
Private room,1 bath,,$527.00
Private room,1 private bath,1.0,$390.00
Entire home/apt,1 bath,2.0,"$2,286.00"
Private room,1 private bath,,$550.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Entire home/apt,1 bath,2.0,$549.00
Private room,1 bath,,$511.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$120.00
Private room,1 bath,1.0,$190.00
Private room,1 bath,,$435.00
Shared room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,"$1,000.00"
Private room,2 baths,1.0,$150.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 bath,,$217.00
Private room,1 bath,1.0,$150.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,,$217.00
Private room,1 bath,,$712.00
Private room,1 private bath,1.0,$893.00
Private room,1 bath,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 shared bath,2.0,$700.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$235.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$206.00
Private room,1 bath,1.0,$150.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1.5 baths,1.0,$540.00
Private room,1 shared bath,1.0,$180.00
Private room,1 private bath,1.0,$180.00
Private room,1 shared bath,1.0,$150.00
Private room,1 bath,,$180.00
Entire home/apt,1 bath,1.0,$380.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 private bath,1.0,$392.00
Private room,1 private bath,1.0,$550.00
Private room,1 private bath,1.0,$667.00
Private room,1 private bath,1.0,$829.00
Private room,1 private bath,1.0,"$1,903.00"
Private room,1 private bath,1.0,"$1,903.00"
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$499.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,,$453.00
Private room,1 shared bath,4.0,$171.00
Private room,1 shared bath,4.0,$300.00
Private room,1 shared bath,4.0,$260.00
Private room,1 private bath,1.0,$398.00
Private room,1 private bath,1.0,$250.00
Private room,1 bath,,$503.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$180.00
Shared room,1 shared bath,1.0,$180.00
Private room,1 bath,,$130.00
Private room,1 bath,,$180.00
Private room,1 bath,,$180.00
Private room,1 shared bath,,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$190.00
Entire home/apt,1 bath,,$828.00
Entire home/apt,2 baths,3.0,"$2,388.00"
Entire home/apt,3 baths,4.0,"$2,786.00"
Private room,1 bath,1.0,$601.00
Private room,1 private bath,1.0,$700.00
Private room,1 shared bath,1.0,$150.00
Entire home/apt,1 bath,1.0,$500.00
Entire home/apt,9 baths,8.0,"$5,571.00"
Private room,2 shared baths,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,1.0,"$2,143.00"
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$634.00
Entire home/apt,1 bath,1.0,$470.00
Private room,1 private bath,1.0,$800.00
Entire home/apt,1 bath,3.0,"$5,000.00"
Entire home/apt,1 bath,1.0,$500.00
Entire home/apt,1 bath,,$725.00
Entire home/apt,1 bath,2.0,$900.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,,$217.00
Private room,1 bath,1.0,$399.00
Entire home/apt,1 bath,3.0,"$1,650.00"
Private room,1.5 baths,1.0,$561.00
Private room,1 bath,1.0,$600.00
Private room,1 shared bath,1.0,$620.00
Entire home/apt,1 bath,2.0,$650.00
Entire home/apt,1 bath,2.0,"$1,200.00"
Private room,1.5 baths,2.0,"$2,999.00"
Entire home/apt,1 bath,1.0,$757.00
Entire home/apt,1 bath,,$523.00
Private room,1 shared bath,1.0,$797.00
Private room,1 bath,1.0,$598.00
Entire home/apt,1 bath,,$350.00
Private room,1 shared bath,1.0,$173.00
Private room,1 private bath,,$393.00
Private room,1 private bath,,$300.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$484.00
Private room,1 bath,1.0,"$1,262.00"
Entire home/apt,1 bath,1.0,"$1,500.00"
Private room,1.5 baths,1.0,$300.00
Private room,1 shared bath,4.0,$260.00
Entire home/apt,1 bath,,$470.00
Entire home/apt,1 bath,,$680.00
Entire home/apt,1 bath,2.0,$950.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,,$450.00
Entire home/apt,1 bath,,$400.00
Entire home/apt,1.5 baths,2.0,"$2,000.00"
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,2.0,"$2,325.00"
Entire home/apt,2 baths,2.0,$966.00
Private room,1 private bath,1.0,$700.00
Entire home/apt,1 bath,,$425.00
Entire home/apt,1 bath,2.0,"$4,488.00"
Entire home/apt,1 bath,1.0,"$1,000.00"
Private room,1 bath,,$580.00
Private room,0 baths,,$178.00
Entire home/apt,1 bath,1.0,$390.00
Entire home/apt,1 bath,1.0,$600.00
Entire home/apt,1 bath,1.0,$600.00
Entire home/apt,1 bath,2.0,"$1,050.00"
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,3.0,"$3,000.00"
Entire home/apt,2 baths,2.0,"$1,885.00"
Entire home/apt,1.5 baths,3.0,$980.00
Private room,1 shared bath,1.0,$180.00
Private room,1.5 shared baths,1.0,$300.00
Entire home/apt,1 bath,2.0,"$1,200.00"
Entire home/apt,1 bath,2.0,"$1,200.00"
Entire home/apt,1 bath,,$500.00
Entire home/apt,1 bath,,$450.00
Entire home/apt,1 bath,,"$1,000.00"
Entire home/apt,1 bath,2.0,$300.00
Entire home/apt,1.5 baths,2.0,$999.00
Entire home/apt,1 bath,,$500.00
Entire home/apt,1 bath,1.0,"$2,896.00"
Private room,1 private bath,,$400.00
Private room,1 bath,1.0,$180.00
Shared room,2 shared baths,1.0,$185.00
Entire home/apt,1 bath,,$341.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,2.0,"$1,300.00"
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,3.0,"$1,429.00"
Private room,1 private bath,,$600.00
Private room,1 bath,,$600.00
Shared room,2 shared baths,1.0,$185.00
Private room,1 shared bath,1.0,"$10,000.00"
Entire home/apt,1 bath,1.0,$590.00
Private room,1 bath,,$240.00
Entire home/apt,1 bath,,"$10,768.00"
Private room,1.5 baths,,$418.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,Half-bath,1.0,"$3,897.00"
Private room,1 private bath,,$350.00
Private room,1 private bath,1.0,$538.00
Private room,1 private bath,1.0,$638.00
Private room,1 private bath,1.0,$311.00
Private room,1 bath,1.0,$538.00
Private room,1 bath,1.0,$349.00
Private room,1 private bath,1.0,$538.00
Private room,1 bath,1.0,$438.00
Private room,1 bath,1.0,$538.00
Private room,2 shared baths,1.0,$150.00
Entire home/apt,1 bath,1.0,$479.00
Entire home/apt,1 bath,1.0,"$1,000.00"
Private room,0 baths,,$178.00
Private room,1 bath,,$180.00
Private room,10 baths,11.0,"$7,815.00"
Hotel room,1 shared bath,1.0,"$1,537.00"
Private room,1 bath,1.0,$180.00
Private room,1 private bath,,$600.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$460.00
Hotel room,1 bath,1.0,$943.00
Entire home/apt,1 bath,3.0,"$1,429.00"
Entire home/apt,1 bath,2.0,"$1,199.00"
Private room,1 private bath,,$217.00
Entire home/apt,1 bath,1.0,$750.00
Entire home/apt,1 bath,1.0,$707.00
Private room,2 baths,1.0,$210.00
Private room,1 shared bath,1.0,$400.00
Entire home/apt,1 bath,2.0,$708.00
Hotel room,Private half-bath,1.0,$200.00
Entire home/apt,1 bath,,$423.00
Entire home/apt,1 bath,1.0,$603.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,2.0,$700.00
Entire home/apt,1 bath,1.0,$600.00
Entire home/apt,1 bath,,$650.00
Private room,1 bath,,$400.00
Private room,1 bath,1.0,$150.00
Entire home/apt,1 bath,1.0,$438.00
Entire home/apt,1.5 baths,,$947.00
Entire home/apt,1 bath,2.0,$880.00
Entire home/apt,1 bath,,"$1,281.00"
Entire home/apt,1 bath,,"$2,117.00"
Entire home/apt,1 bath,2.0,"$1,096.00"
Entire home/apt,1 bath,,"$1,181.00"
Entire home/apt,1 bath,,$217.00
Private room,1 private bath,,$400.00
Entire home/apt,1 bath,,"$1,000.00"
Private room,1 shared bath,1.0,$400.00
Entire home/apt,2 baths,3.0,"$2,674.00"
Shared room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$462.00
Entire home/apt,1 bath,,$500.00
Entire home/apt,1 bath,,$350.00
Entire home/apt,2 baths,3.0,"$1,000.00"
Entire home/apt,1.5 baths,1.0,$580.00
Private room,1.5 baths,1.0,$200.00
Entire home/apt,1.5 baths,1.0,$900.00
Hotel room,2 shared baths,1.0,$636.00
Entire home/apt,2 baths,3.0,"$1,296.00"
Entire home/apt,1 bath,,$315.00
Private room,1 bath,,$450.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$250.00
Shared room,1.5 shared baths,1.0,$160.00
Shared room,1.5 shared baths,1.0,$130.00
Entire home/apt,1 bath,,$217.00
Entire home/apt,2 baths,3.0,"$1,521.00"
Entire home/apt,1 bath,2.0,$400.00
Private room,1 shared bath,1.0,$280.00
Private room,1 bath,1.0,$260.00
Private room,1 private bath,,$238.00
Entire home/apt,1 bath,1.0,"$1,250.00"
Private room,1 bath,,$180.00
Private room,1 bath,1.0,$206.00
Private room,0 shared baths,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$770.00
Private room,1 private bath,2.0,"$1,104.00"
Private room,1 bath,,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,1.0,$700.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$120.00
Private room,1 bath,1.0,$166.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$183.00
Private room,1 bath,,$217.00
Private room,1 bath,1.0,$180.00
Entire home/apt,2 baths,3.0,"$1,800.00"
Shared room,1 shared bath,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$206.00
Private room,1.5 baths,1.0,$300.00
Private room,1 private bath,,$379.00
Private room,1 bath,,$246.00
Private room,2 baths,1.0,$180.00
Shared room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$183.00
Private room,1 shared bath,1.0,$273.00
Hotel room,4 shared baths,1.0,$125.00
Entire home/apt,1 bath,,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,,$180.00
Private room,1 bath,1.0,$180.00
Entire home/apt,1 bath,,$635.00
Private room,1 private bath,,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$302.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$250.00
Entire home/apt,1 bath,,$217.00
Private room,1 private bath,1.0,$300.00
Shared room,1 shared bath,1.0,"$1,005.00"
Shared room,1 shared bath,1.0,"$1,005.00"
Private room,1 bath,,$180.00
Entire home/apt,1 bath,1.0,$500.00
Shared room,1 shared bath,1.0,$130.00
Entire home/apt,1 bath,,$217.00
Private room,1 shared bath,1.0,$350.00
Private room,1 bath,1.0,$500.00
Entire home/apt,1 bath,1.0,$428.00
Entire home/apt,6.5 baths,6.0,"$3,500.00"
Entire home/apt,1.5 baths,,$417.00
Private room,1 private bath,1.0,"$1,005.00"
Entire home/apt,1.5 baths,,$427.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,,$130.00
Private room,1 bath,,$180.00
Private room,1 bath,1.0,"$1,005.00"
Entire home/apt,1 bath,1.0,"$1,000.00"
Private room,1 bath,1.0,$407.00
Entire home/apt,1 bath,,$400.00
Entire home/apt,1 bath,,$323.00
Entire home/apt,3 baths,4.0,"$3,317.00"
Private room,1 shared bath,1.0,$855.00
Private room,1 private bath,1.0,$457.00
Entire home/apt,2 baths,3.0,"$1,000.00"
Private room,1 shared bath,1.0,$180.00
Shared room,1 shared bath,1.0,$130.00
Private room,1 private bath,,$440.00
Private room,2 baths,1.0,$180.00
Private room,1 bath,,$217.00
Entire home/apt,1 bath,,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 private bath,1.0,$671.00
Entire home/apt,1 bath,3.0,"$1,480.00"
Entire home/apt,1 bath,,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Entire home/apt,1 bath,1.0,$700.00
Entire home/apt,1 bath,1.0,$310.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Entire home/apt,1 bath,1.0,$249.00
Private room,1 bath,,$180.00
Private room,1 shared bath,1.0,$314.00
Private room,1 bath,1.0,$160.00
Private room,1 bath,1.0,$130.00
Private room,2 baths,1.0,$130.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$256.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,1.0,"$1,005.00"
Private room,1 private bath,1.0,"$1,005.00"
Private room,1 bath,1.0,"$1,005.00"
Private room,1 private bath,1.0,$255.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,2.0,$990.00
Private room,1 bath,1.0,$190.00
Private room,1 bath,1.0,"$1,005.00"
Private room,1 private bath,1.0,"$1,005.00"
Private room,1 private bath,1.0,"$1,005.00"
Private room,1 bath,1.0,$215.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$283.00
Private room,1 bath,1.0,$250.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$190.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,1.0,$140.00
Entire home/apt,1 bath,,$679.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 private bath,1.0,$257.00
Private room,2 shared baths,2.0,"$4,000.00"
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 shared bath,1.0,$160.00
Private room,1 bath,,$180.00
Private room,1 bath,,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 private bath,1.0,$380.00
Entire home/apt,1 bath,,$512.00
Private room,1 shared bath,1.0,$180.00
Shared room,2 shared baths,1.0,$180.00
Shared room,2 shared baths,1.0,$180.00
Entire home/apt,1.5 baths,1.0,$760.00
Entire home/apt,1 bath,,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,1.0,$180.00
Private room,2 shared baths,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Private room,2 shared baths,1.0,$120.00
Private room,1 bath,,$130.00
Entire home/apt,1 bath,,$168.00
Private room,1 bath,,$175.00
Private room,1 bath,,$150.00
Entire home/apt,1 bath,,$416.00
Private room,1 shared bath,1.0,$180.00
Private room,2 shared baths,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Shared room,1 shared bath,1.0,$130.00
Private room,1 private bath,1.0,$521.00
Private room,1 bath,,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$266.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,1.0,$223.00
Entire home/apt,1 bath,1.0,$370.00
Entire home/apt,1 bath,,$217.00
Entire home/apt,1 bath,,$217.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,,$180.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,2 baths,1.0,$160.00
Private room,1 bath,1.0,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$286.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$217.00
Private room,1 bath,1.0,$180.00
Private room,1 private bath,,$130.00
Private room,1 bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1.5 baths,1.0,$270.00
Private room,1 bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Shared room,2 shared baths,1.0,$180.00
Private room,1 private bath,,$217.00
Shared room,2 shared baths,1.0,$220.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,2 baths,1.0,$160.00
Shared room,1.5 shared baths,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Shared room,2 shared baths,1.0,$130.00
Entire home/apt,1 bath,,$180.00
Entire home/apt,1 bath,,$180.00
Private room,1 shared bath,1.0,$180.00
Entire home/apt,1 bath,,$245.00
Private room,1 bath,,$168.00
Entire home/apt,1 bath,1.0,"$2,460.00"
Private room,1 private bath,,$230.00
Private room,2 baths,,$217.00
Private room,2 baths,,$130.00
Private room,1 bath,1.0,$620.00
Private room,1 shared bath,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 private bath,1.0,$615.00
Entire home/apt,1 bath,1.0,$130.00
Shared room,2 shared baths,1.0,$180.00
Private room,2 baths,1.0,$180.00
Private room,1 bath,1.0,$180.00
Private room,1 bath,,$276.00
Private room,1 bath,1.0,$130.00
Private room,1 shared bath,1.0,$130.00
Private room,1 private bath,1.0,"$1,729.00"
Entire home/apt,2 baths,1.0,$217.00
Shared room,2 shared baths,1.0,$180.00
Shared room,2 shared baths,1.0,$180.00
Shared room,2 shared baths,1.0,$150.00
Shared room,2 shared baths,1.0,$150.00
Shared room,2 shared baths,1.0,$180.00
Shared room,1 shared bath,1.0,"$13,250.00"
Private room,1 private bath,1.0,$350.00
Private room,1 shared bath,1.0,$350.00
Shared room,1 shared bath,1.0,$300.00
