,Rt,Bt,bedrooms,price,average_price_for_Room_types,average_price_for_Bathrooms,average_price_for_Bedroom
744,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
745,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
746,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
747,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
748,Private room,1.0,1,306.0,319.90830291970804,385.3544721407625,358.61450252951096
749,Private room,1.0,1,328.0,319.90830291970804,385.3544721407625,358.61450252951096
750,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
751,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
752,Entire home/apt,1.0,1,800.0,646.4595375722544,385.3544721407625,358.61450252951096
753,Entire home/apt,2.0,2,700.0,646.4595375722544,325.19457013574663,720.6256983240223
754,Private room,1.0,1,330.0,319.90830291970804,385.3544721407625,358.61450252951096
755,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
756,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
757,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
758,Private room,1.0,1,219.0,319.90830291970804,385.3544721407625,358.61450252951096
759,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
760,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
761,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
762,Entire home/apt,1.0,1,729.0,646.4595375722544,385.3544721407625,358.61450252951096
763,Private room,1.0,1,140.0,319.90830291970804,385.3544721407625,358.61450252951096
764,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
765,Entire home/apt,2.0,4,800.0,646.4595375722544,325.19457013574663,479.5625
766,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
767,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
768,Entire home/apt,1.0,2,600.0,646.4595375722544,385.3544721407625,720.6256983240223
769,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
770,Private room,1.0,1,732.0,319.90830291970804,385.3544721407625,358.61450252951096
771,Entire home/apt,1.0,2,714.0,646.4595375722544,385.3544721407625,720.6256983240223
772,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
773,Private room,1.0,1,352.0,319.90830291970804,385.3544721407625,358.61450252951096
774,Entire home/apt,1.0,2,950.0,646.4595375722544,385.3544721407625,720.6256983240223
775,Shared room,2.0,1,185.0,232.1953125,325.19457013574663,358.61450252951096
776,Private room,1.0,1,628.0,319.90830291970804,385.3544721407625,358.61450252951096
777,Shared room,1.0,1,120.0,232.1953125,385.3544721407625,358.61450252951096
778,Private room,1.0,1,296.0,319.90830291970804,385.3544721407625,358.61450252951096
779,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
780,Entire home/apt,1.0,1,714.0,646.4595375722544,385.3544721407625,358.61450252951096
781,Private room,1.0,1,593.0,319.90830291970804,385.3544721407625,358.61450252951096
782,Private room,1.0,1,843.0,319.90830291970804,385.3544721407625,358.61450252951096
783,Private room,1.0,1,550.0,319.90830291970804,385.3544721407625,358.61450252951096
784,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
785,Shared room,3.0,1,185.0,232.1953125,303.5,358.61450252951096
786,Shared room,3.0,1,185.0,232.1953125,303.5,358.61450252951096
787,Entire home/apt,1.0,1,600.0,646.4595375722544,385.3544721407625,358.61450252951096
788,Shared room,1.0,1,358.0,232.1953125,385.3544721407625,358.61450252951096
789,Shared room,1.0,1,358.0,232.1953125,385.3544721407625,358.61450252951096
790,Shared room,1.0,1,358.0,232.1953125,385.3544721407625,358.61450252951096
791,Private room,1.0,1,210.0,319.90830291970804,385.3544721407625,358.61450252951096
792,Private room,1.0,1,717.0,319.90830291970804,385.3544721407625,358.61450252951096
793,Private room,1.0,1,717.0,319.90830291970804,385.3544721407625,358.61450252951096
794,Entire home/apt,1.0,1,498.0,646.4595375722544,385.3544721407625,358.61450252951096
795,Entire home/apt,1.0,1,640.0,646.4595375722544,385.3544721407625,358.61450252951096
796,Entire home/apt,1.0,1,670.0,646.4595375722544,385.3544721407625,358.61450252951096
797,Private room,1.0,1,337.0,319.90830291970804,385.3544721407625,358.61450252951096
798,Private room,1.0,1,337.0,319.90830291970804,385.3544721407625,358.61450252951096
799,Private room,1.0,1,337.0,319.90830291970804,385.3544721407625,358.61450252951096
800,Shared room,3.0,1,185.0,232.1953125,303.5,358.61450252951096
801,Private room,1.0,1,310.0,319.90830291970804,385.3544721407625,358.61450252951096
802,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
803,Entire home/apt,1.0,1,950.0,646.4595375722544,385.3544721407625,358.61450252951096
804,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
805,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
806,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
807,Entire home/apt,1.0,1,217.0,646.4595375722544,385.3544721407625,358.61450252951096
808,Private room,1.0,1,474.0,319.90830291970804,385.3544721407625,358.61450252951096
809,Private room,1.0,1,310.0,319.90830291970804,385.3544721407625,358.61450252951096
810,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
811,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
812,Private room,1.0,1,617.0,319.90830291970804,385.3544721407625,358.61450252951096
813,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
814,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
815,Private room,1.0,1,439.0,319.90830291970804,385.3544721407625,358.61450252951096
816,Private room,1.0,1,481.0,319.90830291970804,385.3544721407625,358.61450252951096
817,Private room,1.0,1,405.0,319.90830291970804,385.3544721407625,358.61450252951096
818,Private room,1.0,1,489.0,319.90830291970804,385.3544721407625,358.61450252951096
819,Private room,1.0,1,439.0,319.90830291970804,385.3544721407625,358.61450252951096
820,Entire home/apt,1.0,1,540.0,646.4595375722544,385.3544721407625,358.61450252951096
821,Private room,15.0,1,450.0,319.90830291970804,515.0064935064935,358.61450252951096
822,Private room,1.0,1,517.0,319.90830291970804,385.3544721407625,358.61450252951096
823,Private room,1.0,1,337.0,319.90830291970804,385.3544721407625,358.61450252951096
824,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
825,Entire home/apt,1.0,1,509.0,646.4595375722544,385.3544721407625,358.61450252951096
826,Private room,1.0,1,330.0,319.90830291970804,385.3544721407625,358.61450252951096
827,Entire home/apt,1.0,1,650.0,646.4595375722544,385.3544721407625,358.61450252951096
828,Private room,1.0,1,404.0,319.90830291970804,385.3544721407625,358.61450252951096
829,Private room,15.0,1,683.0,319.90830291970804,515.0064935064935,358.61450252951096
830,Private room,1.0,1,355.0,319.90830291970804,385.3544721407625,358.61450252951096
831,Private room,1.0,1,408.0,319.90830291970804,385.3544721407625,358.61450252951096
832,Private room,1.0,1,408.0,319.90830291970804,385.3544721407625,358.61450252951096
833,Private room,1.0,1,465.0,319.90830291970804,385.3544721407625,358.61450252951096
834,Private room,1.0,1,465.0,319.90830291970804,385.3544721407625,358.61450252951096
835,Private room,1.0,1,562.0,319.90830291970804,385.3544721407625,358.61450252951096
836,Private room,1.0,1,580.0,319.90830291970804,385.3544721407625,358.61450252951096
837,Private room,1.0,1,532.0,319.90830291970804,385.3544721407625,358.61450252951096
838,Private room,1.0,1,404.0,319.90830291970804,385.3544721407625,358.61450252951096
839,Private room,1.0,1,404.0,319.90830291970804,385.3544721407625,358.61450252951096
840,Private room,1.0,1,404.0,319.90830291970804,385.3544721407625,358.61450252951096
841,Private room,1.0,1,457.0,319.90830291970804,385.3544721407625,358.61450252951096
842,Private room,1.0,1,481.0,319.90830291970804,385.3544721407625,358.61450252951096
843,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
844,Entire home/apt,1.0,1,520.0,646.4595375722544,385.3544721407625,358.61450252951096
845,Private room,1.0,1,488.0,319.90830291970804,385.3544721407625,358.61450252951096
846,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
847,Entire home/apt,2.0,2,850.0,646.4595375722544,325.19457013574663,720.6256983240223
848,Entire home/apt,1.0,2,900.0,646.4595375722544,385.3544721407625,720.6256983240223
849,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
850,Private room,1.0,1,479.0,319.90830291970804,385.3544721407625,358.61450252951096
851,Entire home/apt,1.0,2,900.0,646.4595375722544,385.3544721407625,720.6256983240223
852,Private room,2.0,2,900.0,319.90830291970804,325.19457013574663,720.6256983240223
853,Private room,1.0,1,771.0,319.90830291970804,385.3544721407625,358.61450252951096
854,Shared room,1.0,1,148.0,232.1953125,385.3544721407625,358.61450252951096
855,Private room,1.0,2,248.0,319.90830291970804,385.3544721407625,720.6256983240223
856,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
857,Private room,1.0,3,485.0,319.90830291970804,385.3544721407625,795.9761904761905
858,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
859,Entire home/apt,1.0,1,750.0,646.4595375722544,385.3544721407625,358.61450252951096
860,Entire home/apt,1.0,1,790.0,646.4595375722544,385.3544721407625,358.61450252951096
861,Entire home/apt,1.0,1,229.0,646.4595375722544,385.3544721407625,358.61450252951096
862,Private room,1.0,1,420.0,319.90830291970804,385.3544721407625,358.61450252951096
863,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
864,Entire home/apt,15.0,1,810.0,646.4595375722544,515.0064935064935,358.61450252951096
865,Private room,1.0,1,350.0,319.90830291970804,385.3544721407625,358.61450252951096
866,Entire home/apt,1.0,2,988.0,646.4595375722544,385.3544721407625,720.6256983240223
867,Private room,1.0,1,500.0,319.90830291970804,385.3544721407625,358.61450252951096
868,Private room,1.0,1,411.0,319.90830291970804,385.3544721407625,358.61450252951096
869,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
870,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
871,Private room,1.0,1,676.0,319.90830291970804,385.3544721407625,358.61450252951096
872,Private room,1.0,1,523.0,319.90830291970804,385.3544721407625,358.61450252951096
873,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
874,Private room,1.0,1,688.0,319.90830291970804,385.3544721407625,358.61450252951096
875,Hotel room,1.0,1,312.0,418.93333333333334,385.3544721407625,358.61450252951096
876,Shared room,2.0,1,180.0,232.1953125,325.19457013574663,358.61450252951096
877,Private room,1.0,1,483.0,319.90830291970804,385.3544721407625,358.61450252951096
878,Private room,1.0,1,519.0,319.90830291970804,385.3544721407625,358.61450252951096
879,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
880,Shared room,2.0,1,300.0,232.1953125,325.19457013574663,358.61450252951096
881,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
882,Private room,1.0,1,497.0,319.90830291970804,385.3544721407625,358.61450252951096
883,Private room,1.0,1,356.0,319.90830291970804,385.3544721407625,358.61450252951096
884,Entire home/apt,1.0,1,555.0,646.4595375722544,385.3544721407625,358.61450252951096
885,Entire home/apt,1.0,1,479.0,646.4595375722544,385.3544721407625,358.61450252951096
886,Private room,1.0,1,460.0,319.90830291970804,385.3544721407625,358.61450252951096
887,Private room,1.0,1,360.0,319.90830291970804,385.3544721407625,358.61450252951096
888,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
889,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
890,Entire home/apt,,1,580.0,646.4595375722544,,358.61450252951096
891,Private room,1.0,1,663.0,319.90830291970804,385.3544721407625,358.61450252951096
892,Private room,1.0,1,406.0,319.90830291970804,385.3544721407625,358.61450252951096
893,Private room,1.0,1,500.0,319.90830291970804,385.3544721407625,358.61450252951096
894,Private room,1.0,1,350.0,319.90830291970804,385.3544721407625,358.61450252951096
895,Private room,1.0,1,507.0,319.90830291970804,385.3544721407625,358.61450252951096
896,Private room,1.0,1,300.0,319.90830291970804,385.3544721407625,358.61450252951096
897,Entire home/apt,1.0,2,382.0,646.4595375722544,385.3544721407625,720.6256983240223
898,Private room,2.0,1,100.0,319.90830291970804,325.19457013574663,358.61450252951096
899,Entire home/apt,1.0,3,893.0,646.4595375722544,385.3544721407625,795.9761904761905
900,Private room,1.0,1,460.0,319.90830291970804,385.3544721407625,358.61450252951096
901,Private room,1.0,1,700.0,319.90830291970804,385.3544721407625,358.61450252951096
902,Entire home/apt,1.0,1,653.0,646.4595375722544,385.3544721407625,358.61450252951096
903,Private room,1.0,1,550.0,319.90830291970804,385.3544721407625,358.61450252951096
904,Private room,1.0,1,457.0,319.90830291970804,385.3544721407625,358.61450252951096
905,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
906,Shared room,15.0,1,598.0,232.1953125,515.0064935064935,358.61450252951096
907,Private room,1.0,1,791.0,319.90830291970804,385.3544721407625,358.61450252951096
908,Hotel room,1.0,1,320.0,418.93333333333334,385.3544721407625,358.61450252951096
909,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
910,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
911,Entire home/apt,2.0,1,399.0,646.4595375722544,325.19457013574663,358.61450252951096
912,Entire home/apt,15.0,1,427.0,646.4595375722544,515.0064935064935,358.61450252951096
913,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
914,Private room,1.0,1,384.0,319.90830291970804,385.3544721407625,358.61450252951096
915,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
916,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
917,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
918,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
919,Private room,1.0,1,205.0,319.90830291970804,385.3544721407625,358.61450252951096
920,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
921,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
922,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
923,Shared room,2.0,1,736.0,232.1953125,325.19457013574663,358.61450252951096
924,Private room,1.0,1,766.0,319.90830291970804,385.3544721407625,358.61450252951096
925,Entire home/apt,1.0,1,550.0,646.4595375722544,385.3544721407625,358.61450252951096
926,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
927,Private room,1.0,1,200.0,319.90830291970804,385.3544721407625,358.61450252951096
928,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
929,Private room,1.0,1,888.0,319.90830291970804,385.3544721407625,358.61450252951096
930,Entire home/apt,15.0,1,500.0,646.4595375722544,515.0064935064935,358.61450252951096
931,Entire home/apt,1.0,2,817.0,646.4595375722544,385.3544721407625,720.6256983240223
932,Private room,1.0,1,460.0,319.90830291970804,385.3544721407625,358.61450252951096
933,Private room,1.0,1,251.0,319.90830291970804,385.3544721407625,358.61450252951096
934,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
935,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
936,Entire home/apt,1.0,1,598.0,646.4595375722544,385.3544721407625,358.61450252951096
937,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
938,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
939,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
940,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
941,Entire home/apt,1.0,1,750.0,646.4595375722544,385.3544721407625,358.61450252951096
942,Private room,2.0,6,180.0,319.90830291970804,325.19457013574663,566.0
943,Private room,1.0,1,447.0,319.90830291970804,385.3544721407625,358.61450252951096
944,Entire home/apt,1.0,1,920.0,646.4595375722544,385.3544721407625,358.61450252951096
945,Entire home/apt,1.0,1,850.0,646.4595375722544,385.3544721407625,358.61450252951096
946,Private room,1.0,2,814.0,319.90830291970804,385.3544721407625,720.6256983240223
947,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
948,Private room,1.0,1,160.0,319.90830291970804,385.3544721407625,358.61450252951096
949,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
950,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
951,Private room,1.0,1,206.0,319.90830291970804,385.3544721407625,358.61450252951096
952,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
953,Private room,1.0,1,178.0,319.90830291970804,385.3544721407625,358.61450252951096
954,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
955,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
956,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
957,Private room,1.0,1,334.0,319.90830291970804,385.3544721407625,358.61450252951096
958,Private room,1.0,1,371.0,319.90830291970804,385.3544721407625,358.61450252951096
959,Private room,1.0,1,206.0,319.90830291970804,385.3544721407625,358.61450252951096
960,Private room,1.0,1,206.0,319.90830291970804,385.3544721407625,358.61450252951096
961,Shared room,2.0,1,380.0,232.1953125,325.19457013574663,358.61450252951096
962,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
963,Entire home/apt,1.0,1,754.0,646.4595375722544,385.3544721407625,358.61450252951096
964,Private room,1.0,1,857.0,319.90830291970804,385.3544721407625,358.61450252951096
965,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
966,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
967,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
968,Private room,1.0,1,100.0,319.90830291970804,385.3544721407625,358.61450252951096
969,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
970,Private room,1.0,1,190.0,319.90830291970804,385.3544721407625,358.61450252951096
971,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
972,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
973,Private room,1.0,1,135.0,319.90830291970804,385.3544721407625,358.61450252951096
974,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
975,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
976,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
977,Entire home/apt,1.0,1,750.0,646.4595375722544,385.3544721407625,358.61450252951096
978,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
979,Entire home/apt,1.0,1,353.0,646.4595375722544,385.3544721407625,358.61450252951096
980,Private room,1.0,1,267.0,319.90830291970804,385.3544721407625,358.61450252951096
981,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
982,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
983,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
984,Private room,1.0,1,135.0,319.90830291970804,385.3544721407625,358.61450252951096
985,Private room,1.0,1,200.0,319.90830291970804,385.3544721407625,358.61450252951096
986,Private room,1.0,1,163.0,319.90830291970804,385.3544721407625,358.61450252951096
987,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
988,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
989,Private room,1.0,1,420.0,319.90830291970804,385.3544721407625,358.61450252951096
990,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
991,Private room,1.0,1,190.0,319.90830291970804,385.3544721407625,358.61450252951096
992,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
993,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
994,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
995,Entire home/apt,1.0,1,650.0,646.4595375722544,385.3544721407625,358.61450252951096
996,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
997,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
998,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
999,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1000,Private room,1.0,1,143.0,319.90830291970804,385.3544721407625,358.61450252951096
1001,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1002,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1003,Private room,1.0,1,270.0,319.90830291970804,385.3544721407625,358.61450252951096
1004,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
1005,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
1006,Entire home/apt,1.0,1,436.0,646.4595375722544,385.3544721407625,358.61450252951096
1007,Private room,1.0,1,424.0,319.90830291970804,385.3544721407625,358.61450252951096
1008,Private room,1.0,1,328.0,319.90830291970804,385.3544721407625,358.61450252951096
1009,Private room,1.0,1,370.0,319.90830291970804,385.3544721407625,358.61450252951096
1010,Private room,1.0,1,279.0,319.90830291970804,385.3544721407625,358.61450252951096
1011,Entire home/apt,1.0,1,180.0,646.4595375722544,385.3544721407625,358.61450252951096
1012,Private room,1.0,1,220.0,319.90830291970804,385.3544721407625,358.61450252951096
1013,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1014,Shared room,1.0,1,335.0,232.1953125,385.3544721407625,358.61450252951096
1015,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1016,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1017,Private room,1.0,1,360.0,319.90830291970804,385.3544721407625,358.61450252951096
1018,Private room,1.0,1,313.0,319.90830291970804,385.3544721407625,358.61450252951096
1019,Entire home/apt,15.0,1,590.0,646.4595375722544,515.0064935064935,358.61450252951096
1020,Private room,1.0,1,620.0,319.90830291970804,385.3544721407625,358.61450252951096
1021,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
1022,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1023,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
1024,Entire home/apt,1.0,1,880.0,646.4595375722544,385.3544721407625,358.61450252951096
1025,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
1026,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
1027,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1028,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1029,Private room,1.0,1,386.0,319.90830291970804,385.3544721407625,358.61450252951096
1030,Entire home/apt,1.0,1,788.0,646.4595375722544,385.3544721407625,358.61450252951096
1031,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1032,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1033,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
1034,Private room,1.0,1,438.0,319.90830291970804,385.3544721407625,358.61450252951096
1035,Entire home/apt,1.0,1,500.0,646.4595375722544,385.3544721407625,358.61450252951096
1036,Private room,15.0,1,250.0,319.90830291970804,515.0064935064935,358.61450252951096
1037,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1038,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1039,Private room,1.0,1,480.0,319.90830291970804,385.3544721407625,358.61450252951096
1040,Private room,1.0,1,480.0,319.90830291970804,385.3544721407625,358.61450252951096
1041,Private room,1.0,1,586.0,319.90830291970804,385.3544721407625,358.61450252951096
1042,Entire home/apt,15.0,1,598.0,646.4595375722544,515.0064935064935,358.61450252951096
1043,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1044,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1045,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1046,Private room,1.0,1,550.0,319.90830291970804,385.3544721407625,358.61450252951096
1047,Private room,1.0,1,438.0,319.90830291970804,385.3544721407625,358.61450252951096
1048,Entire home/apt,1.0,1,850.0,646.4595375722544,385.3544721407625,358.61450252951096
1049,Private room,15.0,1,543.0,319.90830291970804,515.0064935064935,358.61450252951096
1050,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1051,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1052,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1053,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
1054,Private room,15.0,1,380.0,319.90830291970804,515.0064935064935,358.61450252951096
1055,Entire home/apt,1.0,1,800.0,646.4595375722544,385.3544721407625,358.61450252951096
1056,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1057,Entire home/apt,1.0,1,410.0,646.4595375722544,385.3544721407625,358.61450252951096
1058,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
1059,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
1060,Private room,1.0,1,350.0,319.90830291970804,385.3544721407625,358.61450252951096
1061,Private room,1.0,1,500.0,319.90830291970804,385.3544721407625,358.61450252951096
1062,Entire home/apt,1.0,2,699.0,646.4595375722544,385.3544721407625,720.6256983240223
1063,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1064,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1065,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1066,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
1067,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
1068,Private room,1.0,1,120.0,319.90830291970804,385.3544721407625,358.61450252951096
1069,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1070,Shared room,2.0,1,130.0,232.1953125,325.19457013574663,358.61450252951096
1071,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1072,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1073,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
1074,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
1075,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
1076,Private room,1.0,1,383.0,319.90830291970804,385.3544721407625,358.61450252951096
1077,Private room,1.0,1,265.0,319.90830291970804,385.3544721407625,358.61450252951096
1078,Private room,1.0,1,265.0,319.90830291970804,385.3544721407625,358.61450252951096
1079,Private room,1.0,1,415.0,319.90830291970804,385.3544721407625,358.61450252951096
1080,Private room,1.0,1,415.0,319.90830291970804,385.3544721407625,358.61450252951096
1081,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
1082,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
1083,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
