,Rt,Bt,bedrooms,price,average_price_for_Room_types,average_price_for_Bathrooms,average_price_for_Bedroom
2386,Entire home/apt,15.0,1,944.0,646.4595375722544,515.0064935064935,358.61450252951096
2387,Entire home/apt,1.0,1,987.0,646.4595375722544,385.3544721407625,358.61450252951096
2388,Entire home/apt,1.0,1,867.0,646.4595375722544,385.3544721407625,358.61450252951096
2389,Entire home/apt,1.0,1,880.0,646.4595375722544,385.3544721407625,358.61450252951096
2390,Private room,1.0,1,388.0,319.90830291970804,385.3544721407625,358.61450252951096
2391,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
2392,Entire home/apt,1.0,1,490.0,646.4595375722544,385.3544721407625,358.61450252951096
2393,Entire home/apt,1.0,3,700.0,646.4595375722544,385.3544721407625,795.9761904761905
2394,Entire home/apt,1.0,2,400.0,646.4595375722544,385.3544721407625,720.6256983240223
2395,Private room,1.0,1,220.0,319.90830291970804,385.3544721407625,358.61450252951096
2396,Entire home/apt,1.0,1,590.0,646.4595375722544,385.3544721407625,358.61450252951096
2397,Private room,1.0,1,390.0,319.90830291970804,385.3544721407625,358.61450252951096
2398,Private room,1.0,1,590.0,319.90830291970804,385.3544721407625,358.61450252951096
2399,Entire home/apt,1.0,1,427.0,646.4595375722544,385.3544721407625,358.61450252951096
2400,Entire home/apt,1.0,1,430.0,646.4595375722544,385.3544721407625,358.61450252951096
2401,Private room,1.0,1,255.0,319.90830291970804,385.3544721407625,358.61450252951096
2402,Private room,1.0,1,350.0,319.90830291970804,385.3544721407625,358.61450252951096
2403,Private room,15.0,4,140.0,319.90830291970804,515.0064935064935,479.5625
2404,Private room,1.0,1,250.0,319.90830291970804,385.3544721407625,358.61450252951096
2405,Private room,1.0,1,350.0,319.90830291970804,385.3544721407625,358.61450252951096
2406,Private room,1.0,1,350.0,319.90830291970804,385.3544721407625,358.61450252951096
2407,Entire home/apt,2.0,3,780.0,646.4595375722544,325.19457013574663,795.9761904761905
2408,Private room,1.0,1,524.0,319.90830291970804,385.3544721407625,358.61450252951096
2409,Private room,1.0,1,582.0,319.90830291970804,385.3544721407625,358.61450252951096
2410,Entire home/apt,1.0,1,558.0,646.4595375722544,385.3544721407625,358.61450252951096
2411,Entire home/apt,1.0,1,620.0,646.4595375722544,385.3544721407625,358.61450252951096
2412,Entire home/apt,1.0,1,726.0,646.4595375722544,385.3544721407625,358.61450252951096
2413,Private room,1.0,1,744.0,319.90830291970804,385.3544721407625,358.61450252951096
2414,Private room,1.0,1,141.0,319.90830291970804,385.3544721407625,358.61450252951096
2415,Private room,1.0,1,393.0,319.90830291970804,385.3544721407625,358.61450252951096
2416,Private room,8.0,8,700.0,319.90830291970804,440.0,735.5
2417,Entire home/apt,1.0,1,330.0,646.4595375722544,385.3544721407625,358.61450252951096
2418,Entire home/apt,1.0,1,330.0,646.4595375722544,385.3544721407625,358.61450252951096
2419,Shared room,,1,237.0,232.1953125,,358.61450252951096
2420,Private room,1.0,1,499.0,319.90830291970804,385.3544721407625,358.61450252951096
2421,Entire home/apt,1.0,1,600.0,646.4595375722544,385.3544721407625,358.61450252951096
2422,Private room,1.0,1,543.0,319.90830291970804,385.3544721407625,358.61450252951096
2423,Private room,1.0,1,168.0,319.90830291970804,385.3544721407625,358.61450252951096
2424,Private room,15.0,1,350.0,319.90830291970804,515.0064935064935,358.61450252951096
2425,Private room,15.0,1,220.0,319.90830291970804,515.0064935064935,358.61450252951096
2426,Private room,1.0,1,338.0,319.90830291970804,385.3544721407625,358.61450252951096
2427,Shared room,2.0,1,500.0,232.1953125,325.19457013574663,358.61450252951096
2428,Entire home/apt,1.0,2,945.0,646.4595375722544,385.3544721407625,720.6256983240223
2429,Entire home/apt,15.0,1,569.0,646.4595375722544,515.0064935064935,358.61450252951096
2430,Entire home/apt,1.0,1,459.0,646.4595375722544,385.3544721407625,358.61450252951096
2431,Entire home/apt,1.0,1,459.0,646.4595375722544,385.3544721407625,358.61450252951096
2432,Entire home/apt,1.0,1,450.0,646.4595375722544,385.3544721407625,358.61450252951096
2433,Private room,1.0,1,299.0,319.90830291970804,385.3544721407625,358.61450252951096
2434,Private room,1.0,1,232.0,319.90830291970804,385.3544721407625,358.61450252951096
2435,Entire home/apt,2.0,2,670.0,646.4595375722544,325.19457013574663,720.6256983240223
2436,Private room,1.0,1,168.0,319.90830291970804,385.3544721407625,358.61450252951096
2437,Shared room,1.0,1,250.0,232.1953125,385.3544721407625,358.61450252951096
2438,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
2439,Entire home/apt,1.0,2,700.0,646.4595375722544,385.3544721407625,720.6256983240223
2440,Private room,1.0,1,479.0,319.90830291970804,385.3544721407625,358.61450252951096
2441,Private room,0.0,1,357.0,319.90830291970804,234.73333333333332,358.61450252951096
2442,Private room,1.0,1,525.0,319.90830291970804,385.3544721407625,358.61450252951096
2443,Entire home/apt,1.0,1,874.0,646.4595375722544,385.3544721407625,358.61450252951096
2444,Private room,1.0,1,799.0,319.90830291970804,385.3544721407625,358.61450252951096
2445,Private room,1.0,1,507.0,319.90830291970804,385.3544721407625,358.61450252951096
2446,Entire home/apt,2.0,3,900.0,646.4595375722544,325.19457013574663,795.9761904761905
2447,Entire home/apt,1.0,1,475.0,646.4595375722544,385.3544721407625,358.61450252951096
2448,Private room,1.0,1,368.0,319.90830291970804,385.3544721407625,358.61450252951096
2449,Entire home/apt,15.0,1,362.0,646.4595375722544,515.0064935064935,358.61450252951096
2450,Shared room,3.0,1,120.0,232.1953125,303.5,358.61450252951096
2451,Private room,1.0,1,228.0,319.90830291970804,385.3544721407625,358.61450252951096
2452,Entire home/apt,1.0,1,489.0,646.4595375722544,385.3544721407625,358.61450252951096
2453,Entire home/apt,1.0,1,459.0,646.4595375722544,385.3544721407625,358.61450252951096
2454,Entire home/apt,1.0,1,489.0,646.4595375722544,385.3544721407625,358.61450252951096
2455,Entire home/apt,1.0,2,640.0,646.4595375722544,385.3544721407625,720.6256983240223
2456,Entire home/apt,1.0,2,650.0,646.4595375722544,385.3544721407625,720.6256983240223
2457,Entire home/apt,1.0,1,750.0,646.4595375722544,385.3544721407625,358.61450252951096
2458,Entire home/apt,1.0,1,449.0,646.4595375722544,385.3544721407625,358.61450252951096
2459,Entire home/apt,1.0,1,400.0,646.4595375722544,385.3544721407625,358.61450252951096
2460,Entire home/apt,15.0,1,570.0,646.4595375722544,515.0064935064935,358.61450252951096
2461,Entire home/apt,1.0,1,608.0,646.4595375722544,385.3544721407625,358.61450252951096
2462,Private room,1.0,1,486.0,319.90830291970804,385.3544721407625,358.61450252951096
2463,Private room,1.0,1,220.0,319.90830291970804,385.3544721407625,358.61450252951096
2464,Private room,1.0,1,260.0,319.90830291970804,385.3544721407625,358.61450252951096
2465,Private room,1.0,1,190.0,319.90830291970804,385.3544721407625,358.61450252951096
2466,Private room,1.0,1,200.0,319.90830291970804,385.3544721407625,358.61450252951096
2467,Private room,1.0,1,220.0,319.90830291970804,385.3544721407625,358.61450252951096
2468,Private room,1.0,1,220.0,319.90830291970804,385.3544721407625,358.61450252951096
2469,Private room,1.0,1,260.0,319.90830291970804,385.3544721407625,358.61450252951096
2470,Private room,1.0,1,460.0,319.90830291970804,385.3544721407625,358.61450252951096
2471,Entire home/apt,1.0,1,670.0,646.4595375722544,385.3544721407625,358.61450252951096
2472,Entire home/apt,1.0,1,700.0,646.4595375722544,385.3544721407625,358.61450252951096
2473,Private room,1.0,1,299.0,319.90830291970804,385.3544721407625,358.61450252951096
2474,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
2475,Private room,15.0,1,300.0,319.90830291970804,515.0064935064935,358.61450252951096
2476,Entire home/apt,1.0,1,489.0,646.4595375722544,385.3544721407625,358.61450252951096
2477,Private room,1.0,1,299.0,319.90830291970804,385.3544721407625,358.61450252951096
2478,Private room,1.0,1,299.0,319.90830291970804,385.3544721407625,358.61450252951096
2479,Entire home/apt,1.0,1,575.0,646.4595375722544,385.3544721407625,358.61450252951096
2480,Entire home/apt,1.0,1,550.0,646.4595375722544,385.3544721407625,358.61450252951096
2481,Private room,10.0,10,400.0,319.90830291970804,475.0,400.0
2482,Entire home/apt,2.0,3,900.0,646.4595375722544,325.19457013574663,795.9761904761905
2483,Private room,1.0,1,288.0,319.90830291970804,385.3544721407625,358.61450252951096
2484,Private room,1.0,1,298.0,319.90830291970804,385.3544721407625,358.61450252951096
2485,Private room,1.0,1,488.0,319.90830291970804,385.3544721407625,358.61450252951096
2486,Shared room,1.0,1,130.0,232.1953125,385.3544721407625,358.61450252951096
2487,Private room,1.0,1,384.0,319.90830291970804,385.3544721407625,358.61450252951096
2488,Entire home/apt,15.0,1,988.0,646.4595375722544,515.0064935064935,358.61450252951096
2489,Private room,1.0,1,268.0,319.90830291970804,385.3544721407625,358.61450252951096
2490,Entire home/apt,1.0,1,209.0,646.4595375722544,385.3544721407625,358.61450252951096
2491,Private room,1.0,1,288.0,319.90830291970804,385.3544721407625,358.61450252951096
2492,Entire home/apt,1.0,1,270.0,646.4595375722544,385.3544721407625,358.61450252951096
2493,Entire home/apt,1.0,1,214.0,646.4595375722544,385.3544721407625,358.61450252951096
2494,Entire home/apt,1.0,1,160.0,646.4595375722544,385.3544721407625,358.61450252951096
2495,Entire home/apt,1.0,1,241.0,646.4595375722544,385.3544721407625,358.61450252951096
2496,Entire home/apt,1.0,1,241.0,646.4595375722544,385.3544721407625,358.61450252951096
2497,Entire home/apt,1.0,1,204.0,646.4595375722544,385.3544721407625,358.61450252951096
2498,Entire home/apt,1.0,1,325.0,646.4595375722544,385.3544721407625,358.61450252951096
2499,Entire home/apt,1.0,1,973.0,646.4595375722544,385.3544721407625,358.61450252951096
2500,Entire home/apt,1.0,1,763.0,646.4595375722544,385.3544721407625,358.61450252951096
2501,Entire home/apt,1.0,1,230.0,646.4595375722544,385.3544721407625,358.61450252951096
2502,Shared room,15.0,1,250.0,232.1953125,515.0064935064935,358.61450252951096
2503,Private room,1.0,1,504.0,319.90830291970804,385.3544721407625,358.61450252951096
2504,Private room,1.0,1,680.0,319.90830291970804,385.3544721407625,358.61450252951096
2505,Private room,1.0,1,474.0,319.90830291970804,385.3544721407625,358.61450252951096
2506,Private room,1.0,1,650.0,319.90830291970804,385.3544721407625,358.61450252951096
2507,Entire home/apt,1.0,1,802.0,646.4595375722544,385.3544721407625,358.61450252951096
2508,Entire home/apt,1.0,2,549.0,646.4595375722544,385.3544721407625,720.6256983240223
2509,Private room,1.0,1,500.0,319.90830291970804,385.3544721407625,358.61450252951096
2510,Private room,1.0,1,500.0,319.90830291970804,385.3544721407625,358.61450252951096
2511,Entire home/apt,1.0,1,790.0,646.4595375722544,385.3544721407625,358.61450252951096
2512,Entire home/apt,1.0,1,254.0,646.4595375722544,385.3544721407625,358.61450252951096
2513,Entire home/apt,1.0,1,774.0,646.4595375722544,385.3544721407625,358.61450252951096
2514,Entire home/apt,1.0,1,200.0,646.4595375722544,385.3544721407625,358.61450252951096
2515,Entire home/apt,1.0,1,293.0,646.4595375722544,385.3544721407625,358.61450252951096
2516,Entire home/apt,1.0,1,396.0,646.4595375722544,385.3544721407625,358.61450252951096
2517,Private room,,1,254.0,319.90830291970804,,358.61450252951096
2518,Entire home/apt,1.0,1,585.0,646.4595375722544,385.3544721407625,358.61450252951096
2519,Private room,2.0,1,357.0,319.90830291970804,325.19457013574663,358.61450252951096
2520,Entire home/apt,2.0,2,650.0,646.4595375722544,325.19457013574663,720.6256983240223
2521,Shared room,4.0,1,284.0,232.1953125,283.5769230769231,358.61450252951096
2522,Private room,1.0,1,626.0,319.90830291970804,385.3544721407625,358.61450252951096
2523,Entire home/apt,1.0,1,550.0,646.4595375722544,385.3544721407625,358.61450252951096
2524,Private room,,1,607.0,319.90830291970804,,358.61450252951096
2525,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2526,Entire home/apt,1.0,1,972.0,646.4595375722544,385.3544721407625,358.61450252951096
2527,Private room,1.0,1,395.0,319.90830291970804,385.3544721407625,358.61450252951096
2528,Private room,1.0,1,300.0,319.90830291970804,385.3544721407625,358.61450252951096
2529,Private room,1.0,2,700.0,319.90830291970804,385.3544721407625,720.6256983240223
2530,Private room,1.0,1,582.0,319.90830291970804,385.3544721407625,358.61450252951096
2531,Private room,1.0,1,480.0,319.90830291970804,385.3544721407625,358.61450252951096
2532,Private room,0.0,1,386.0,319.90830291970804,234.73333333333332,358.61450252951096
2533,Entire home/apt,1.0,1,880.0,646.4595375722544,385.3544721407625,358.61450252951096
2534,Private room,1.0,2,270.0,319.90830291970804,385.3544721407625,720.6256983240223
2535,Entire home/apt,1.0,2,790.0,646.4595375722544,385.3544721407625,720.6256983240223
2536,Entire home/apt,1.0,1,921.0,646.4595375722544,385.3544721407625,358.61450252951096
2537,Entire home/apt,1.0,1,905.0,646.4595375722544,385.3544721407625,358.61450252951096
2538,Entire home/apt,15.0,1,638.0,646.4595375722544,515.0064935064935,358.61450252951096
2539,Entire home/apt,1.0,2,629.0,646.4595375722544,385.3544721407625,720.6256983240223
2540,Entire home/apt,15.0,1,650.0,646.4595375722544,515.0064935064935,358.61450252951096
2541,Private room,,1,712.0,319.90830291970804,,358.61450252951096
2542,Private room,1.0,1,460.0,319.90830291970804,385.3544721407625,358.61450252951096
2543,Entire home/apt,2.0,2,780.0,646.4595375722544,325.19457013574663,720.6256983240223
2544,Private room,1.0,1,664.0,319.90830291970804,385.3544721407625,358.61450252951096
2545,Private room,1.0,1,797.0,319.90830291970804,385.3544721407625,358.61450252951096
2546,Entire home/apt,1.0,2,833.0,646.4595375722544,385.3544721407625,720.6256983240223
2547,Entire home/apt,1.0,1,920.0,646.4595375722544,385.3544721407625,358.61450252951096
2548,Private room,1.0,1,670.0,319.90830291970804,385.3544721407625,358.61450252951096
2549,Private room,1.0,1,726.0,319.90830291970804,385.3544721407625,358.61450252951096
2550,Private room,1.0,1,837.0,319.90830291970804,385.3544721407625,358.61450252951096
2551,Private room,1.0,1,558.0,319.90830291970804,385.3544721407625,358.61450252951096
2552,Private room,1.0,1,782.0,319.90830291970804,385.3544721407625,358.61450252951096
2553,Private room,1.0,1,726.0,319.90830291970804,385.3544721407625,358.61450252951096
2554,Private room,1.0,1,536.0,319.90830291970804,385.3544721407625,358.61450252951096
2555,Private room,1.0,1,726.0,319.90830291970804,385.3544721407625,358.61450252951096
2556,Private room,1.0,1,726.0,319.90830291970804,385.3544721407625,358.61450252951096
2557,Entire home/apt,1.0,1,250.0,646.4595375722544,385.3544721407625,358.61450252951096
2558,Entire home/apt,1.0,1,500.0,646.4595375722544,385.3544721407625,358.61450252951096
2559,Entire home/apt,1.0,1,800.0,646.4595375722544,385.3544721407625,358.61450252951096
2560,Entire home/apt,1.0,2,400.0,646.4595375722544,385.3544721407625,720.6256983240223
2561,Entire home/apt,1.0,1,850.0,646.4595375722544,385.3544721407625,358.61450252951096
2562,Entire home/apt,1.0,1,950.0,646.4595375722544,385.3544721407625,358.61450252951096
2563,Entire home/apt,1.0,1,600.0,646.4595375722544,385.3544721407625,358.61450252951096
2564,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2565,Entire home/apt,1.0,2,500.0,646.4595375722544,385.3544721407625,720.6256983240223
2566,Entire home/apt,1.0,1,350.0,646.4595375722544,385.3544721407625,358.61450252951096
2567,Shared room,15.0,1,318.0,232.1953125,515.0064935064935,358.61450252951096
2568,Entire home/apt,1.0,1,280.0,646.4595375722544,385.3544721407625,358.61450252951096
2569,Entire home/apt,1.0,1,250.0,646.4595375722544,385.3544721407625,358.61450252951096
2570,Entire home/apt,1.0,1,906.0,646.4595375722544,385.3544721407625,358.61450252951096
2571,Entire home/apt,1.0,1,816.0,646.4595375722544,385.3544721407625,358.61450252951096
2572,Private room,1.0,1,288.0,319.90830291970804,385.3544721407625,358.61450252951096
2573,Entire home/apt,1.0,1,950.0,646.4595375722544,385.3544721407625,358.61450252951096
2574,Private room,1.0,1,450.0,319.90830291970804,385.3544721407625,358.61450252951096
2575,Private room,1.0,1,569.0,319.90830291970804,385.3544721407625,358.61450252951096
2576,Entire home/apt,15.0,2,470.0,646.4595375722544,515.0064935064935,720.6256983240223
2577,Private room,1.0,1,407.0,319.90830291970804,385.3544721407625,358.61450252951096
2578,Entire home/apt,15.0,2,929.0,646.4595375722544,515.0064935064935,720.6256983240223
2579,Entire home/apt,2.0,2,999.0,646.4595375722544,325.19457013574663,720.6256983240223
2580,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
2581,Private room,1.0,1,268.0,319.90830291970804,385.3544721407625,358.61450252951096
2582,Private room,1.0,1,368.0,319.90830291970804,385.3544721407625,358.61450252951096
2583,Private room,1.0,1,228.0,319.90830291970804,385.3544721407625,358.61450252951096
2584,Private room,1.0,1,138.0,319.90830291970804,385.3544721407625,358.61450252951096
2585,Private room,2.0,1,420.0,319.90830291970804,325.19457013574663,358.61450252951096
2586,Entire home/apt,15.0,1,394.0,646.4595375722544,515.0064935064935,358.61450252951096
2587,Private room,1.0,1,326.0,319.90830291970804,385.3544721407625,358.61450252951096
2588,Entire home/apt,1.0,1,550.0,646.4595375722544,385.3544721407625,358.61450252951096
2589,Private room,1.0,1,238.0,319.90830291970804,385.3544721407625,358.61450252951096
2590,Entire home/apt,15.0,1,564.0,646.4595375722544,515.0064935064935,358.61450252951096
2591,Entire home/apt,1.0,2,811.0,646.4595375722544,385.3544721407625,720.6256983240223
2592,Private room,1.0,1,166.0,319.90830291970804,385.3544721407625,358.61450252951096
2593,Private room,1.0,1,167.0,319.90830291970804,385.3544721407625,358.61450252951096
2594,Private room,1.0,1,166.0,319.90830291970804,385.3544721407625,358.61450252951096
2595,Private room,1.0,1,166.0,319.90830291970804,385.3544721407625,358.61450252951096
2596,Entire home/apt,1.0,1,300.0,646.4595375722544,385.3544721407625,358.61450252951096
2597,Private room,1.0,1,268.0,319.90830291970804,385.3544721407625,358.61450252951096
2598,Private room,1.0,1,368.0,319.90830291970804,385.3544721407625,358.61450252951096
2599,Private room,1.0,1,268.0,319.90830291970804,385.3544721407625,358.61450252951096
2600,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2601,Private room,1.0,1,149.0,319.90830291970804,385.3544721407625,358.61450252951096
2602,Private room,1.0,1,258.0,319.90830291970804,385.3544721407625,358.61450252951096
2603,Private room,1.0,1,298.0,319.90830291970804,385.3544721407625,358.61450252951096
2604,Private room,1.0,1,268.0,319.90830291970804,385.3544721407625,358.61450252951096
2605,Private room,1.0,1,300.0,319.90830291970804,385.3544721407625,358.61450252951096
2606,Entire home/apt,1.0,2,814.0,646.4595375722544,385.3544721407625,720.6256983240223
2607,Entire home/apt,1.0,2,920.0,646.4595375722544,385.3544721407625,720.6256983240223
2608,Entire home/apt,1.0,1,821.0,646.4595375722544,385.3544721407625,358.61450252951096
2609,Private room,15.0,1,230.0,319.90830291970804,515.0064935064935,358.61450252951096
2610,Private room,1.0,1,260.0,319.90830291970804,385.3544721407625,358.61450252951096
2611,Entire home/apt,1.0,1,550.0,646.4595375722544,385.3544721407625,358.61450252951096
2612,Private room,1.0,1,304.0,319.90830291970804,385.3544721407625,358.61450252951096
2613,Entire home/apt,1.0,1,600.0,646.4595375722544,385.3544721407625,358.61450252951096
2614,Private room,15.0,1,168.0,319.90830291970804,515.0064935064935,358.61450252951096
2615,Private room,1.0,1,506.0,319.90830291970804,385.3544721407625,358.61450252951096
2616,Private room,1.0,1,158.0,319.90830291970804,385.3544721407625,358.61450252951096
2617,Private room,1.0,1,188.0,319.90830291970804,385.3544721407625,358.61450252951096
2618,Private room,1.0,1,368.0,319.90830291970804,385.3544721407625,358.61450252951096
2619,Private room,1.0,1,365.0,319.90830291970804,385.3544721407625,358.61450252951096
2620,Private room,1.0,1,200.0,319.90830291970804,385.3544721407625,358.61450252951096
2621,Private room,1.0,1,200.0,319.90830291970804,385.3544721407625,358.61450252951096
2622,Entire home/apt,1.0,2,800.0,646.4595375722544,385.3544721407625,720.6256983240223
2623,Private room,1.0,1,154.0,319.90830291970804,385.3544721407625,358.61450252951096
2624,Private room,1.0,1,338.0,319.90830291970804,385.3544721407625,358.61450252951096
2625,Private room,1.0,1,248.0,319.90830291970804,385.3544721407625,358.61450252951096
2626,Private room,15.0,2,800.0,319.90830291970804,515.0064935064935,720.6256983240223
2627,Entire home/apt,1.0,1,320.0,646.4595375722544,385.3544721407625,358.61450252951096
2628,Entire home/apt,1.0,1,328.0,646.4595375722544,385.3544721407625,358.61450252951096
2629,Private room,1.0,1,299.0,319.90830291970804,385.3544721407625,358.61450252951096
2630,Entire home/apt,1.0,1,246.0,646.4595375722544,385.3544721407625,358.61450252951096
2631,Private room,1.0,1,240.0,319.90830291970804,385.3544721407625,358.61450252951096
2632,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2633,Entire home/apt,1.0,1,420.0,646.4595375722544,385.3544721407625,358.61450252951096
2634,Private room,55.0,8,771.0,319.90830291970804,697.5,735.5
2635,Private room,1.0,1,331.0,319.90830291970804,385.3544721407625,358.61450252951096
2636,Entire home/apt,1.0,1,675.0,646.4595375722544,385.3544721407625,358.61450252951096
2637,Entire home/apt,1.0,1,300.0,646.4595375722544,385.3544721407625,358.61450252951096
2638,Entire home/apt,1.0,1,451.0,646.4595375722544,385.3544721407625,358.61450252951096
2639,Entire home/apt,15.0,1,950.0,646.4595375722544,515.0064935064935,358.61450252951096
2640,Private room,1.0,1,329.0,319.90830291970804,385.3544721407625,358.61450252951096
2641,Entire home/apt,1.0,1,836.0,646.4595375722544,385.3544721407625,358.61450252951096
2642,Entire home/apt,1.0,1,750.0,646.4595375722544,385.3544721407625,358.61450252951096
2643,Entire home/apt,1.0,2,800.0,646.4595375722544,385.3544721407625,720.6256983240223
2644,Entire home/apt,1.0,1,610.0,646.4595375722544,385.3544721407625,358.61450252951096
2645,Entire home/apt,1.0,3,955.0,646.4595375722544,385.3544721407625,795.9761904761905
2646,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2647,Private room,1.0,1,404.0,319.90830291970804,385.3544721407625,358.61450252951096
2648,Private room,1.0,1,230.0,319.90830291970804,385.3544721407625,358.61450252951096
2649,Private room,1.0,1,499.0,319.90830291970804,385.3544721407625,358.61450252951096
2650,Entire home/apt,2.0,3,900.0,646.4595375722544,325.19457013574663,795.9761904761905
2651,Private room,1.0,1,397.0,319.90830291970804,385.3544721407625,358.61450252951096
2652,Private room,1.0,1,329.0,319.90830291970804,385.3544721407625,358.61450252951096
2653,Entire home/apt,2.0,1,967.0,646.4595375722544,325.19457013574663,358.61450252951096
2654,Entire home/apt,1.0,1,464.0,646.4595375722544,385.3544721407625,358.61450252951096
2655,Entire home/apt,1.0,1,700.0,646.4595375722544,385.3544721407625,358.61450252951096
2656,Private room,1.0,1,280.0,319.90830291970804,385.3544721407625,358.61450252951096
2657,Entire home/apt,1.0,1,724.0,646.4595375722544,385.3544721407625,358.61450252951096
2658,Entire home/apt,15.0,1,300.0,646.4595375722544,515.0064935064935,358.61450252951096
2659,Entire home/apt,1.0,1,783.0,646.4595375722544,385.3544721407625,358.61450252951096
2660,Private room,1.0,1,250.0,319.90830291970804,385.3544721407625,358.61450252951096
2661,Entire home/apt,2.0,2,900.0,646.4595375722544,325.19457013574663,720.6256983240223
2662,Entire home/apt,1.0,1,914.0,646.4595375722544,385.3544721407625,358.61450252951096
2663,Entire home/apt,1.0,1,600.0,646.4595375722544,385.3544721407625,358.61450252951096
2664,Entire home/apt,1.0,2,590.0,646.4595375722544,385.3544721407625,720.6256983240223
2665,Entire home/apt,2.0,2,895.0,646.4595375722544,325.19457013574663,720.6256983240223
2666,Private room,15.0,1,500.0,319.90830291970804,515.0064935064935,358.61450252951096
2667,Private room,1.0,1,950.0,319.90830291970804,385.3544721407625,358.61450252951096
2668,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2669,Entire home/apt,1.0,1,476.0,646.4595375722544,385.3544721407625,358.61450252951096
2670,Private room,1.0,1,238.0,319.90830291970804,385.3544721407625,358.61450252951096
2671,Entire home/apt,1.0,1,700.0,646.4595375722544,385.3544721407625,358.61450252951096
2672,Entire home/apt,1.0,1,980.0,646.4595375722544,385.3544721407625,358.61450252951096
2673,Private room,1.0,1,274.0,319.90830291970804,385.3544721407625,358.61450252951096
2674,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2675,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
2676,Private room,1.0,1,288.0,319.90830291970804,385.3544721407625,358.61450252951096
2677,Entire home/apt,15.0,2,680.0,646.4595375722544,515.0064935064935,720.6256983240223
2678,Private room,1.0,1,320.0,319.90830291970804,385.3544721407625,358.61450252951096
2679,Entire home/apt,1.0,1,800.0,646.4595375722544,385.3544721407625,358.61450252951096
2680,Private room,15.0,1,350.0,319.90830291970804,515.0064935064935,358.61450252951096
2681,Private room,1.0,1,300.0,319.90830291970804,385.3544721407625,358.61450252951096
2682,Private room,1.0,1,260.0,319.90830291970804,385.3544721407625,358.61450252951096
2683,Private room,1.0,1,280.0,319.90830291970804,385.3544721407625,358.61450252951096
2684,Private room,1.0,1,230.0,319.90830291970804,385.3544721407625,358.61450252951096
2685,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
2686,Private room,1.0,1,198.0,319.90830291970804,385.3544721407625,358.61450252951096
2687,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
2688,Entire home/apt,1.0,1,240.0,646.4595375722544,385.3544721407625,358.61450252951096
2689,Private room,1.0,1,364.0,319.90830291970804,385.3544721407625,358.61450252951096
2690,Private room,1.0,1,500.0,319.90830291970804,385.3544721407625,358.61450252951096
2691,Entire home/apt,1.0,1,480.0,646.4595375722544,385.3544721407625,358.61450252951096
2692,Entire home/apt,1.0,2,948.0,646.4595375722544,385.3544721407625,720.6256983240223
2693,Private room,1.0,1,250.0,319.90830291970804,385.3544721407625,358.61450252951096
2694,Entire home/apt,15.0,2,222.0,646.4595375722544,515.0064935064935,720.6256983240223
2695,Entire home/apt,1.0,1,270.0,646.4595375722544,385.3544721407625,358.61450252951096
2696,Entire home/apt,15.0,2,900.0,646.4595375722544,515.0064935064935,720.6256983240223
2697,Private room,1.0,1,172.0,319.90830291970804,385.3544721407625,358.61450252951096
2698,Private room,1.0,1,140.0,319.90830291970804,385.3544721407625,358.61450252951096
2699,Entire home/apt,1.0,3,920.0,646.4595375722544,385.3544721407625,795.9761904761905
2700,Entire home/apt,1.0,1,530.0,646.4595375722544,385.3544721407625,358.61450252951096
2701,Entire home/apt,1.0,1,700.0,646.4595375722544,385.3544721407625,358.61450252951096
2702,Private room,1.0,1,360.0,319.90830291970804,385.3544721407625,358.61450252951096
2703,Private room,1.0,1,300.0,319.90830291970804,385.3544721407625,358.61450252951096
2704,Shared room,1.0,1,240.0,232.1953125,385.3544721407625,358.61450252951096
2705,Entire home/apt,1.0,2,814.0,646.4595375722544,385.3544721407625,720.6256983240223
2706,Private room,1.0,1,529.0,319.90830291970804,385.3544721407625,358.61450252951096
2707,Entire home/apt,3.0,4,720.0,646.4595375722544,303.5,479.5625
2708,Entire home/apt,15.0,2,980.0,646.4595375722544,515.0064935064935,720.6256983240223
2709,Private room,1.0,1,410.0,319.90830291970804,385.3544721407625,358.61450252951096
2710,Entire home/apt,1.0,2,600.0,646.4595375722544,385.3544721407625,720.6256983240223
2711,Entire home/apt,15.0,1,779.0,646.4595375722544,515.0064935064935,358.61450252951096
