amenities,price,minnights
"[""Kitchen"", ""Hot water"", ""Window AC unit"", ""Smoke alarm"", ""Long term stays allowed"", ""Central air conditioning"", ""Essentials"", ""Elevator"", ""Washer"", ""Dryer"", ""Fire extinguisher"", ""Wifi"", ""Heating""]",$920.00,2
"[""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Air conditioning"", ""Wifi""]",$346.00,2
"[""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Hot water kettle"", ""Hot water"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""TV with standard cable"", ""Hangers"", ""Oven"", ""Extra pillows and blankets"", ""Stove""]",$598.00,2
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""40\"" HDTV with Chromecast, Netflix"", ""Hair dryer"", ""Lockbox"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Private patio or balcony"", ""Smoking allowed"", ""Cooking basics"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Outdoor furniture"", ""Freezer"", ""Essentials"", ""Washer"", ""Laundromat nearby"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Clothing storage: wardrobe"", ""Cleaning products"", ""Pets allowed"", ""Panasonic OVEN/MICROWAVE combi oven"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Sonos Bluetooth sound system""]","$1,280.00",2
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Hot water kettle"", ""Hangers"", ""Long term stays allowed"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""City skyline view""]","$1,050.00",2
"[""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""Self check-in"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Keypad"", ""Shampoo"", ""Private living room"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$163.00,2
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Bathtub"", ""Hangers"", ""Ethernet connection"", ""Wifi"", ""Self check-in"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Clothing storage: closet"", ""Hair dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Room-darkening shades"", ""Lockbox"", ""Iron"", ""Bed linens"", ""Bidet""]",$764.00,2
"[""Carbon monoxide alarm"", ""Long term stays allowed"", ""Body soap"", ""Rice maker"", ""Bed linens"", ""Refrigerator"", ""Toaster"", ""Blender"", ""Dishes and silverware"", ""Kitchen"", ""Board games"", ""Microwave"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""Outdoor furniture"", ""Barbecue utensils"", ""Freezer"", ""Essentials"", ""Washer"", ""Hammock"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Bidet"", ""Cleaning products"", ""TV with Netflix"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Oven"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Bluetooth sound system"", ""Fire extinguisher"", ""Stove""]",$750.00,2
"[""Paid parking on premises"", ""Private entrance"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""TV"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Host greets you""]",$299.00,2
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Beach access \u2013 Beachfront"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Coffee maker"", ""Microwave"", ""Iron"", ""Shower gel"", ""Paid washer \u2013 In building"", ""Hot water"", ""Paid parking off premises"", ""Security cameras on property"", ""Essentials"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Keypad"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""21\"" HDTV with standard cable""]",$541.00,2
"[""Kitchen"", ""Wifi"", ""Hangers"", ""Heating"", ""Essentials"", ""Gym"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""TV with standard cable""]",$608.00,2
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Lockbox"", ""Bed linens"", ""Refrigerator"", ""Lock on bedroom door"", ""Microwave"", ""Window guards"", ""Iron"", ""Shower gel"", ""Paid washer \u2013 In building"", ""Hot water"", ""Paid parking off premises"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""City skyline view"", ""Hangers"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""21\"" HDTV with standard cable""]",$523.00,2
"[""Wifi"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Dryer"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Smoking allowed"", ""TV with standard cable""]",$750.00,2
"[""Kitchen"", ""Lock on bedroom door"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Essentials"", ""Washer"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Host greets you"", ""Heating""]","$389,570.00",2
"[""Kitchen"", ""Waterfront"", ""Lock on bedroom door"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Essentials"", ""Washer"", ""Shampoo"", ""Beach access \u2013 Beachfront"", ""Hair dryer"", ""Air conditioning"", ""Room-darkening shades"", ""Iron"", ""Host greets you"", ""Heating""]","$389,570.00",2
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Coffee maker"", ""Microwave"", ""Iron"", ""Shower gel"", ""Paid washer \u2013 In building"", ""Hot water"", ""Paid parking off premises"", ""Security cameras on property"", ""Essentials"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Oven"", ""Keypad"", ""Extra pillows and blankets"", ""Fire extinguisher""]",$485.00,2
"[""Kitchen"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$707.00,2
"[""Children\u2019s books and toys"", ""Paid parking on premises"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Rice maker"", ""Hair dryer"", ""Free parking on premises"", ""Room-darkening shades"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Toaster"", ""Blender"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Board games"", ""Microwave"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Heating"", ""Hot water kettle"", ""Waterfront"", ""Hot water"", ""Babysitter recommendations"", ""Outdoor furniture"", ""Barbecue utensils"", ""Freezer"", ""Kayak"", ""Essentials"", ""Washer"", ""Cleaning available during stay"", ""Air conditioning"", ""Dedicated workspace"", ""Public or shared beach access \u2013 Beachfront"", ""Wifi"", ""Wine glasses"", ""TV with standard cable"", ""Private entrance"", ""Bathtub"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Oven"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""BBQ grill"", ""Private hot tub"", ""Stove""]","$3,452.00",2
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Hot water"", ""Essentials"", ""Washer"", ""32\"" HDTV with standard cable"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Stove""]",$716.00,2
"[""Refrigerator"", ""Hot water"", ""Ethernet connection"", ""Wifi"", ""Oven"", ""Stove"", ""Essentials"", ""Long term stays allowed"", ""Coffee maker"", ""Washer"", ""Shampoo"", ""Extra pillows and blankets"", ""TV"", ""Dishes and silverware"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Cooking basics"", ""Heating""]",$914.00,2
"[""Dove shampoo"", ""Ceiling fan"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Rice maker"", ""Hair dryer"", ""Changing table"", ""Bed linens"", ""Dove conditioner"", ""High chair"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Coffee"", ""Public or shared beach access"", ""Host greets you"", ""Private patio or balcony"", ""Cooking basics"", ""Heating"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""Waterfront"", ""Window AC unit"", ""Essentials"", ""Laundromat nearby"", ""Harbor view"", ""Dedicated workspace"", ""Wifi"", ""Portable fans"", ""Wine glasses"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Hangers"", ""Extra pillows and blankets"", ""Stove""]",$920.00,2
"[""Self check-in"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Free parking on premises"", ""Lockbox"", ""52\"" HDTV with Apple TV"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Heating"", ""Hot water"", ""Window AC unit"", ""Essentials"", ""Dedicated workspace"", ""Hangers"", ""Smoke alarm"", ""Oven"", ""Fast wifi \u2013 193 Mbps"", ""Stove""]",$767.00,2
"[""Breakfast"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Lockbox"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Hot water"", ""Essentials"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Beach access"", ""Fire extinguisher""]",$688.00,2
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Wifi"", ""Hangers"", ""Oven"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Shampoo"", ""TV"", ""Dishes and silverware"", ""Fire extinguisher"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Stove"", ""Cooking basics"", ""Heating""]",$890.00,2
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Room-darkening shades"", ""Lockbox"", ""Bed linens"", ""Refrigerator"", ""Lock on bedroom door"", ""Dryer"", ""Microwave"", ""Window guards"", ""Iron"", ""Shower gel"", ""Hot water"", ""Paid parking off premises"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""TV with standard cable"", ""Hangers"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher""]",$380.00,2
"[""Backyard"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Free street parking"", ""Lock on bedroom door"", ""Mountain view"", ""Dishes and silverware"", ""Host greets you"", ""Heating"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Essentials"", ""Dedicated workspace"", ""Wifi"", ""Cleaning products"", ""Patio or balcony"", ""Piano"", ""Hangers"", ""Dining table"", ""Extra pillows and blankets"", ""Clothing storage: dresser and closet""]",$683.00,2
"[""Children\u2019s books and toys"", ""Paid parking on premises"", ""Backyard"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Shared hot tub"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Gym"", ""Changing table"", ""High chair"", ""Sea view"", ""Refrigerator"", ""Baby bath"", ""Mountain view"", ""Pack \u2019n play/Travel crib"", ""Baby monitor"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Microwave"", ""Shared pool"", ""Iron"", ""Private patio or balcony"", ""Crib"", ""Heating"", ""Cooking basics"", ""Beach essentials"", ""Hot water"", ""Babysitter recommendations"", ""Paid parking off premises"", ""Single level home"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Cleaning products"", ""Bathtub"", ""Hangers"", ""Oven"", ""BBQ grill"", ""Stove""]","$2,000.00",2
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Lock on bedroom door"", ""Microwave"", ""Iron"", ""Paid washer \u2013 In building"", ""Hot water"", ""Paid parking off premises"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Smoke alarm"", ""Keypad"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""21\"" HDTV with standard cable""]",$517.00,2
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Lock on bedroom door"", ""Hangers"", ""Paid parking off premises"", ""Oven"", ""Self check-in"", ""Long term stays allowed"", ""Essentials"", ""Keypad"", ""Washer"", ""Shampoo"", ""TV"", ""Private living room"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Wifi""]",$450.00,2
"[""Smoking allowed"", ""Patio or balcony"", ""Kitchen"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Heating"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Private living room"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Wifi"", ""Cooking basics"", ""TV with standard cable""]",$315.00,2
"[""Clothing storage: dresser and wardrobe"", ""Backyard"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Changing table"", ""Crib - always at the listing"", ""Bed linens"", ""High chair"", ""Baby safety gates"", ""Refrigerator"", ""Exercise equipment: yoga mat"", ""Blender"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Board games"", ""Microwave"", ""Public or shared beach access"", ""Iron"", ""Coffee maker: espresso machine, french press"", ""Cooking basics"", ""Private patio or balcony"", ""Hot water kettle"", ""Outdoor furniture"", ""Hot water"", ""Babysitter recommendations"", ""Barbecue utensils"", ""Freezer"", ""Essentials"", ""Washer"", ""HDTV with premium cable, Disney+, Netflix"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Piano"", ""Hangers"", ""Dining table"", ""Portable heater"", ""Oven"", ""Outdoor dining area"", ""Drying rack for clothing"", ""BBQ grill"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Stove""]","$2,786.00",2
"[""Self check-in"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Luggage dropoff allowed"", ""Rice maker"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Lock on bedroom door"", ""Toaster"", ""Kitchen"", ""Smart lock"", ""Shared pool - available seasonally"", ""Shower gel"", ""Hot water kettle"", ""Shared gym nearby"", ""Hot water"", ""Window AC unit"", ""Freezer"", ""Essentials"", ""Laundromat nearby"", ""TV"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Wifi"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Hangers"", ""Conditioner"", ""Dining table"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Shared sauna"", ""Fire extinguisher""]",$168.00,2
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Refrigerator"", ""Microwave"", ""Iron"", ""Shower gel"", ""Paid washer \u2013 In building"", ""Hot water"", ""Paid parking off premises"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Laundromat nearby"", ""Dedicated workspace"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Smoke alarm"", ""Keypad"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""21\"" HDTV with standard cable""]",$517.00,2
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Stove""]",$880.00,2
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Self check-in"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""TV"", ""Keypad"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$334.00,2
"[""Long term stays allowed"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Pocket wifi"", ""Bed linens"", ""Free street parking"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Smoking allowed"", ""Cooking basics"", ""Heating"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Hangers"", ""Smoke alarm"", ""Oven"", ""BBQ grill""]",$499.00,2
"[""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Coffee maker"", ""Kitchen"", ""Iron"", ""Smoking allowed"", ""Shower gel"", ""Hot water"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Pets allowed"", ""Patio or balcony"", ""Hangers"", ""Smoke alarm"", ""Keypad"", ""Extra pillows and blankets"", ""Fire extinguisher""]",$236.00,2
"[""Private entrance"", ""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Self check-in"", ""Carbon monoxide alarm"", ""Essentials"", ""Smart lock"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$311.00,2
"[""43\"" HDTV with Apple TV, Netflix"", ""Self check-in"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Essentials"", ""Washer"", ""Laundromat nearby"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Wine glasses"", ""City skyline view"", ""Cleaning products"", ""Hangers"", ""Dining table"", ""Drying rack for clothing"", ""Bluetooth sound system"", ""Keypad"", ""Clothing storage: closet"", ""Stove""]","$1,200.00",2
