amenities,price,minnights
"[""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$396.00,28
"[""Kitchen"", ""Private entrance"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Smoking allowed""]",$407.00,28
"[""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$293.00,28
"[""Long term stays allowed"", ""Elevator"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Microwave"", ""Window guards"", ""Heating"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Pets allowed"", ""Private entrance"", ""Bathtub"", ""Hangers"", ""Ethernet connection"", ""Outdoor dining area"", ""Extra pillows and blankets""]",$250.00,28
"[""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$200.00,28
"[""Kitchen"", ""Hangers"", ""Gym"", ""Essentials"", ""Pool"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Free parking on premises""]",$500.00,28
"[""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$254.00,28
"[""Garden view"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Park view"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""City skyline view"", ""Private entrance"", ""Hangers"", ""Smoke alarm""]","$1,243.00",28
"[""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$241.00,28
"[""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$230.00,28
"[""Outdoor shower"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Shampoo"", ""Body soap"", ""Rice maker"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Toaster"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Clothing storage: wardrobe and closet"", ""Iron"", ""Crib"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Freezer"", ""Essentials"", ""Sound system with Bluetooth and aux"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Wine glasses"", ""TV with standard cable"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Ethernet connection"", ""Hangers"", ""Conditioner"", ""Dining table"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Stove""]",$600.00,28
"[""Kitchen"", ""Private entrance"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""TV"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Smoking allowed""]",$387.00,28
"[""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$325.00,28
"[""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Microwave"", ""Iron"", ""Crib"", ""Cooking basics"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Essentials"", ""Washer"", ""Cleaning available during stay"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Wine glasses"", ""TV with standard cable"", ""Private entrance"", ""Bathtub"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher""]",$900.00,28
"[""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$204.00,28
"[""Security cameras on property"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi""]",$590.00,28
"[""Self check-in"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""TV"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Keypad""]",$400.00,28
"[""Kitchen"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Microwave"", ""Wifi"", ""Cooking basics""]",$770.00,28
"[""Kitchen"", ""Building staff"", ""Fire extinguisher"", ""Self check-in"", ""Hangers"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$880.00,28
"[""Self check-in"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Keypad""]",$550.00,28
"[""Children\u2019s books and toys"", ""Induction stove"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Hair dryer"", ""Pocket wifi"", ""Room-darkening shades"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Toaster"", ""Baby bath"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Window guards"", ""Outlet covers"", ""Iron"", ""Table corner guards"", ""Crib"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Hot water"", ""Babysitter recommendations"", ""Window AC unit"", ""Paid parking off premises"", ""Freezer"", ""Single level home"", ""Essentials"", ""Sound system with Bluetooth and aux"", ""Wifi"", ""42\"" HDTV with Netflix, standard cable"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Ethernet connection"", ""Hangers"", ""Conditioner"", ""Oven"", ""Dining table"", ""Drying rack for clothing"", ""Game console"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Fire extinguisher""]","$1,400.00",28
"[""Paid parking on premises"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Keypad"", ""Washer"", ""Shampoo"", ""TV"", ""Dishes and silverware"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Stove"", ""Wifi""]",$519.00,28
"[""Kitchen"", ""Hot water"", ""Lock on bedroom door"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Pool"", ""Elevator"", ""Washer"", ""Shampoo"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$314.00,28
"[""Hot water"", ""Paid parking off premises"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$269.00,28
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Elevator"", ""Dishes and silverware"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Host greets you""]",$209.00,28
"[""Pets allowed"", ""Host greets you"", ""Kitchen"", ""Hot water"", ""Paid parking off premises"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""TV"", ""Luggage dropoff allowed"", ""Dryer"", ""Fire extinguisher"", ""Air conditioning"", ""Hot tub"", ""Iron"", ""Smoking allowed"", ""Wifi""]","$3,700.00",28
"[""Kitchen"", ""Private entrance"", ""Hot water"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Keypad"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]","$2,286.00",28
"[""Long term stays allowed"", ""Safe"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Mini fridge"", ""Electric stove"", ""Hot water"", ""Essentials"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Paid crib - available upon request"", ""Wifi"", ""Wine glasses"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Hangers"", ""Dining table"", ""Fire extinguisher"", ""Free washer \u2013 In building""]","$1,116.00",28
"[""Paid parking on premises"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Gym"", ""Room-darkening shades"", ""Refrigerator"", ""Lock on bedroom door"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""Cleaning available during stay"", ""Pool"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""TV with standard cable"", ""Patio or balcony"", ""Bathtub"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Private hot tub"", ""Stove""]",$850.00,28
"[""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Free street parking"", ""Refrigerator"", ""Dryer"", ""Microwave"", ""Window guards"", ""Iron"", ""Shower gel"", ""Hot water"", ""Security cameras on property"", ""Essentials"", ""Washer"", ""TV"", ""Cleaning available during stay"", ""Air conditioning"", ""Portable fans"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Conditioner"", ""Smoke alarm"", ""Fire extinguisher""]","$3,317.00",28
"[""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""High chair"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""40\"" HDTV with Netflix, standard cable"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Iron"", ""Cooking basics"", ""Heating"", ""Free washer \u2013 In unit"", ""Crib"", ""Window AC unit"", ""Essentials"", ""Wifi"", ""Valley view"", ""Private entrance"", ""Hangers""]","$1,000.00",28
"[""Kitchen"", ""Lock on bedroom door"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$500.00,28
"[""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""TV"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]","$1,000.00",28
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Window guards"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Electric stove"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Essentials"", ""TV"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Clothing storage: wardrobe"", ""Cleaning products"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher""]",$640.00,28
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Kenwood induction stove"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Essentials"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Free dryer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Cleaning products"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher""]",$498.00,28
"[""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""TV"", ""Shampoo"", ""Fire extinguisher"", ""Air conditioning"", ""Iron"", ""Wifi""]","$1,300.00",28
"[""Children\u2019s books and toys"", ""Paid parking on premises"", ""Indoor fireplace"", ""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Beach access \u2013 Beachfront"", ""Hair dryer"", ""Gym"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Baby bath"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Crib"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Cleaning available during stay"", ""Pool"", ""Air conditioning"", ""Wifi"", ""Piano"", ""Bathtub"", ""Hangers"", ""Ethernet connection"", ""Smoke alarm"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Stove""]","$2,800.00",28
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Luggage dropoff allowed"", ""Rice maker"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Outlet covers"", ""Window guards"", ""Iron"", ""Crib"", ""Shower gel"", ""Cooking basics"", ""Mini fridge"", ""Hot water kettle"", ""Hot water"", ""Single level home"", ""Freezer"", ""Essentials"", ""Washer"", ""Cleaning available during stay"", ""Air conditioning"", ""Wifi"", ""Wine glasses"", ""TV with standard cable"", ""Cleaning products"", ""Bathtub"", ""Hangers"", ""Ethernet connection"", ""Smoke alarm"", ""Dining table"", ""Keypad"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Stove""]","$2,500.00",28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Mini fridge"", ""Electric stove"", ""Hot water"", ""Essentials"", ""TV"", ""Air conditioning"", ""Paid crib - available upon request"", ""Dedicated workspace"", ""Wifi"", ""Wine glasses"", ""Hangers"", ""Dining table"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""Free washer \u2013 In building""]",$711.00,28
"[""Private entrance"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$175.00,28
"[""Children\u2019s books and toys"", ""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Baby monitor"", ""Kitchen"", ""Iron"", ""Crib"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Babysitter recommendations"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Bathtub"", ""Hangers"", ""Smoke alarm"", ""Keypad"", ""Fire extinguisher""]",$660.00,28
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Extra pillows and blankets"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$287.00,28
"[""Children\u2019s books and toys"", ""Induction stove"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Elevator"", ""Shampoo"", ""Rice maker"", ""Hair dryer"", ""Pocket wifi"", ""Room-darkening shades"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Toaster"", ""Baby bath"", ""Pack \u2019n play/Travel crib"", ""40\"" HDTV with Netflix, standard cable"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Window guards"", ""Outlet covers"", ""Iron"", ""Table corner guards"", ""Crib"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Hot water"", ""Babysitter recommendations"", ""Window AC unit"", ""Paid parking off premises"", ""Freezer"", ""Single level home"", ""Essentials"", ""Laundromat nearby"", ""Sound system with Bluetooth and aux"", ""Portable fans"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Ethernet connection"", ""Hangers"", ""Conditioner"", ""Oven"", ""Dining table"", ""Drying rack for clothing"", ""Game console"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Fire extinguisher""]","$1,200.00",28
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Security cameras on property"", ""Lock on bedroom door"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Long term stays allowed"", ""Keypad"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Cooking basics""]",$158.00,28
"[""Indoor fireplace"", ""Garden view"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Rice maker"", ""Hair dryer"", ""Refrigerator"", ""Toaster"", ""Park view"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Private patio or balcony"", ""Heating"", ""Hot water"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""City skyline view"", ""Bidet"", ""Hangers"", ""Dining table"", ""Courtyard view"", ""Clothing storage: closet"", ""Stove""]","$1,403.00",28
"[""Backyard"", ""Garden view"", ""First aid kit"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Marina view"", ""Bed linens"", ""Sea view"", ""Refrigerator"", ""Bay view"", ""Mountain view"", ""Baby bath"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Table corner guards"", ""Cooking basics"", ""Heating"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Pets allowed"", ""Valley view"", ""Private entrance"", ""Beach view"", ""Hangers"", ""Courtyard view"", ""Extra pillows and blankets"", ""Ocean view"", ""Stove""]",$609.00,28
"[""Private entrance"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$150.00,28
"[""Private entrance"", ""Fire extinguisher"", ""Hangers"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$168.00,28
"[""Backyard"", ""Self check-in"", ""Garden view"", ""First aid kit"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Marina view"", ""Lockbox"", ""Bed linens"", ""Sea view"", ""Refrigerator"", ""Bay view"", ""Mountain view"", ""Baby bath"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Pets allowed"", ""Patio or balcony"", ""Private entrance"", ""Beach view"", ""Hangers"", ""Courtyard view"", ""Extra pillows and blankets"", ""Ocean view"", ""Stove""]",$686.00,28
"[""Self check-in"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Toaster"", ""Coffee maker"", ""Kitchen"", ""Microwave"", ""Private patio or balcony"", ""Iron"", ""Heating"", ""Shower gel"", ""Mini fridge"", ""Hot water kettle"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Drying rack for clothing"", ""Keypad""]",$650.00,28
"[""Paid parking on premises"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Free parking on premises"", ""Room-darkening shades"", ""Bed linens"", ""Free street parking"", ""Baby safety gates"", ""Lock on bedroom door"", ""Refrigerator"", ""Toaster"", ""Coffee maker"", ""Dishes and silverware"", ""Paid parking lot off premises"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Heating"", ""Hot water kettle"", ""Hot water"", ""Security cameras on property"", ""Essentials"", ""Washer"", ""TV"", ""Cleaning available during stay"", ""Air conditioning"", ""Dedicated workspace"", ""Portable fans"", ""Wine glasses"", ""City skyline view"", ""Mosquito net"", ""Cleaning products"", ""Patio or balcony"", ""Fast wifi \u2013 57 Mbps"", ""Hangers"", ""Smoke alarm"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Stove""]",$500.00,28
"[""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Fire extinguisher"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Host greets you"", ""TV with standard cable""]",$555.00,28
"[""Paid parking on premises"", ""Clothing storage"", ""Carbon monoxide alarm"", ""First aid kit"", ""Long term stays allowed"", ""Rice maker"", ""Hair dryer"", ""Free parking on premises"", ""Room-darkening shades"", ""Bed linens"", ""Free street parking"", ""Baby safety gates"", ""Lock on bedroom door"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Electric stove"", ""Hot water kettle"", ""EV charger"", ""Hot water"", ""Security cameras on property"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Mosquito net"", ""Cleaning products"", ""Patio or balcony"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Drying rack for clothing"", ""Fast wifi \u2013 64 Mbps"", ""Extra pillows and blankets"", ""Fire extinguisher""]",$500.00,28
"[""Breakfast"", ""Kitchen"", ""Private entrance"", ""Fire extinguisher"", ""Hangers"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Free parking on premises"", ""Iron"", ""Host greets you"", ""Wifi""]","$1,800.00",28
"[""Paid parking on premises"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Shampoo"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Rice maker"", ""Hair dryer"", ""Free parking on premises"", ""Room-darkening shades"", ""Bed linens"", ""Paid parking garage off premises"", ""Free street parking"", ""Baby safety gates"", ""46\"" TV with standard cable"", ""Lock on bedroom door"", ""Refrigerator"", ""Toaster"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Coffee"", ""Microwave"", ""Host greets you"", ""Iron"", ""Cooking basics"", ""Heating"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Hot water kettle"", ""EV charger"", ""Hot water"", ""Babysitter recommendations"", ""Window AC unit"", ""Security cameras on property"", ""Essentials"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Portable fans"", ""Wine glasses"", ""City skyline view"", ""Mosquito net"", ""Cleaning products"", ""Fast wifi \u2013 57 Mbps"", ""Hangers"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Stove""]",$400.00,28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Patio or balcony"", ""Private entrance"", ""Hangers"", ""Fire extinguisher""]",$509.00,28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Electric stove"", ""Hot water"", ""Essentials"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Paid crib - available upon request"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Free washer \u2013 In building""]",$800.00,28
"[""Refrigerator"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Elevator"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Host greets you"", ""TV with standard cable""]",$585.00,28
"[""Hot water"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Keypad"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Bed linens""]",$629.00,28
"[""Kitchen"", ""Refrigerator"", ""Lock on bedroom door"", ""Hot water"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Elevator"", ""Keypad"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$219.00,28
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Microwave"", ""Long term stays allowed"", ""Elevator"", ""Washer"", ""Shampoo"", ""TV"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Bed linens"", ""Host greets you""]",$337.00,28
